latitude,longitude
41.1531353,-100.8707949
41.1531637,-100.8718063
41.1531648,-100.8715325
41.1531717,-100.872172
41.1532003,-100.8728542
41.1532488,-100.8737591
41.1535465,-100.8795851
41.1535568,-100.8799328
41.1535661,-100.8801784
41.1535759,-100.8804355
41.1535767,-100.8822009
41.1535797,-100.8825668
41.1535926,-100.8829306
41.1536022,-100.883227
41.1536299,-100.8836733
41.1537871,-100.8867892
41.1537953,-100.8869528
41.1538025,-100.887135
41.1540019,-100.891211
41.1541796,-100.8946635
41.1543048,-100.8970721
41.1543135,-100.8972444
41.1544598,-100.9001275
41.1545048,-100.901015
41.1546239,-100.9033726
41.1546767,-100.9043432
41.1546239,-100.9033726
41.1545048,-100.901015
41.1544598,-100.9001275
41.1543135,-100.8972444
41.1543048,-100.8970721
41.1541796,-100.8946635
41.1540019,-100.891211
41.1538025,-100.887135
41.1537953,-100.8869528
41.1537871,-100.8867892
41.1536299,-100.8836733
41.1536022,-100.883227
41.1535926,-100.8829306
41.1535797,-100.8825668
41.1535767,-100.8822009
41.1535759,-100.8804355
41.1535661,-100.8801784
41.1535568,-100.8799328
41.1535465,-100.8795851
41.1532488,-100.8737591
41.1532003,-100.8728542
41.1531717,-100.872172
41.1531648,-100.8715325
41.1531637,-100.8718063
41.1531353,-100.8707949
