latitude,longitude
41.1523338,-100.8123628
41.152877,-100.8132157
41.1529982,-100.8134356
41.1531416,-100.8137065
41.1532526,-100.8139318
41.1534006,-100.8142871
41.1534935,-100.81455
41.1535662,-100.8147565
41.1536444,-100.8150315
41.153707,-100.8152729
41.1537737,-100.8155571
41.1538403,-100.8159058
41.1538816,-100.8363925
41.1538836,-100.8366331
41.1538857,-100.8359886
41.1538918,-100.8355956
41.1538918,-100.8371416
41.1539059,-100.8163197
41.1539082,-100.8352626
41.1539183,-100.834959
41.1539428,-100.8344832
41.1539837,-100.8339025
41.1539908,-100.8402149
41.1540262,-100.8334319
41.1540332,-100.8333422
41.1540469,-100.8415642
41.1540828,-100.8327006
41.1541089,-100.843487
41.1541242,-100.8440656
41.1543036,-100.830105
41.1545772,-100.8213181
41.1546572,-100.8219337
41.1546906,-100.8223028
41.1547188,-100.8226682
41.1547248,-100.8251336
41.1547426,-100.8229718
41.1547446,-100.8248289
41.1547543,-100.8246209
41.1547622,-100.8233705
41.1547622,-100.8243388
41.1547662,-100.8237197
41.1547682,-100.8240256
41.1547662,-100.8237197
41.1547622,-100.8243388
41.1547622,-100.8233705
41.1547543,-100.8246209
41.1547446,-100.8248289
41.1547426,-100.8229718
41.1547248,-100.8251336
41.1547188,-100.8226682
41.1546906,-100.8223028
41.1546572,-100.8219337
41.1545772,-100.8213181
41.1543036,-100.830105
41.1541242,-100.8440656
41.1541089,-100.843487
41.1540828,-100.8327006
41.1540469,-100.8415642
41.1540332,-100.8333422
41.1540262,-100.8334319
41.1539908,-100.8402149
41.1539837,-100.8339025
41.1539428,-100.8344832
41.1539183,-100.834959
41.1539082,-100.8352626
41.1539059,-100.8163197
41.1538918,-100.8371416
41.1538918,-100.8355956
41.1538857,-100.8359886
41.1538836,-100.8366331
41.1538816,-100.8363925
41.1538403,-100.8159058
41.1537737,-100.8155571
41.153707,-100.8152729
41.1536444,-100.8150315
41.1535662,-100.8147565
41.1534935,-100.81455
41.1534006,-100.8142871
41.1532526,-100.8139318
41.1531416,-100.8137065
41.1529982,-100.8134356
41.152877,-100.8132157
41.1523338,-100.8123628
