latitude,longitude
41.1366428,-100.7390188
41.1373882,-100.7445055
41.1374234,-100.7447687
41.1382097,-100.7506497
41.139283,-100.7586783
41.1393246,-100.7590002
41.1393703,-100.7593435
41.1394339,-100.7598109
41.139462,-100.7599898
41.1399141,-100.7631953
41.1408691,-100.7703591
41.1412856,-100.7734842
41.1418391,-100.7776256
41.142639,-100.7837008
41.142744,-100.7846342
41.1430227,-100.7868954
41.143051,-100.7871259
41.1432696,-100.7887148
41.1433513,-100.789339
41.143396,-100.789681
41.1435241,-100.7906841
41.1435315,-100.7907683
41.1435241,-100.7906841
41.143396,-100.789681
41.1433513,-100.789339
41.1432696,-100.7887148
41.143051,-100.7871259
41.1430227,-100.7868954
41.142744,-100.7846342
41.142639,-100.7837008
41.1418391,-100.7776256
41.1412856,-100.7734842
41.1408691,-100.7703591
41.1399141,-100.7631953
41.139462,-100.7599898
41.1394339,-100.7598109
41.1393703,-100.7593435
41.1393246,-100.7590002
41.139283,-100.7586783
41.1382097,-100.7506497
41.1374234,-100.7447687
41.1373882,-100.7445055
41.1366428,-100.7390188
