latitude,longitude
41.1405012,-100.7660307
41.1405847,-100.7664166
41.1406291,-100.7666714
41.1407258,-100.7671587
41.1407705,-100.7673849
41.1408231,-100.7676773
41.1408736,-100.768042
41.1409044,-100.7683097
41.1409367,-100.7686718
41.1409746,-100.7691605
41.1409968,-100.7693831
41.1410296,-100.7697072
41.1410902,-100.7702168
41.1411837,-100.7709695
41.1413927,-100.7726528
41.141531,-100.7736884
41.1416162,-100.7743267
41.1417197,-100.7751022
41.1418131,-100.7758017
41.1418517,-100.7760908
41.1440509,-100.7926594
41.1440973,-100.7929276
41.1441604,-100.7932167
41.144215,-100.7934554
41.144249,-100.793618
41.1442655,-100.7936968
41.1443003,-100.7939273
41.1442655,-100.7936968
41.144249,-100.793618
41.144215,-100.7934554
41.1441604,-100.7932167
41.1440973,-100.7929276
41.1440509,-100.7926594
41.1418517,-100.7760908
41.1418131,-100.7758017
41.1417197,-100.7751022
41.1416162,-100.7743267
41.141531,-100.7736884
41.1413927,-100.7726528
41.1411837,-100.7709695
41.1410902,-100.7702168
41.1410296,-100.7697072
41.1409968,-100.7693831
41.1409746,-100.7691605
41.1409367,-100.7686718
41.1409044,-100.7683097
41.1408736,-100.768042
41.1408231,-100.7676773
41.1407705,-100.7673849
41.1407258,-100.7671587
41.1406291,-100.7666714
41.1405847,-100.7664166
41.1405012,-100.7660307
