latitude,longitude
41.1509286,-100.8449458
41.1510538,-100.845612
41.1511164,-100.8459452
41.1511642,-100.8462116
41.1512028,-100.8464267
41.1512957,-100.846914
41.1513922,-100.8476343
41.1515942,-100.8491627
41.1518691,-100.8512491
41.1519864,-100.852136
41.1520251,-100.8524704
41.1520678,-100.8528715
41.1520998,-100.8531508
41.1521166,-100.8534227
41.1521397,-100.8536858
41.1521606,-100.8539851
41.152611,-100.8627457
41.1526414,-100.863272
41.1526431,-100.8661634
41.1526432,-100.8658872
41.1526435,-100.866494
41.1526514,-100.8655762
41.1526614,-100.8638114
41.1526624,-100.8668639
41.1526705,-100.8650959
41.1526722,-100.8640976
41.1526781,-100.8644083
41.1526797,-100.8673248
41.1526818,-100.8647318
41.1532915,-100.8791456
41.1532976,-100.879252
41.1533541,-100.880245
41.153365,-100.880469
41.1533879,-100.8808629
41.1534107,-100.881516
41.1534142,-100.8816173
41.153441,-100.8820773
41.1534632,-100.8824849
41.1534809,-100.882721
41.1534632,-100.8824849
41.153441,-100.8820773
41.1534142,-100.8816173
41.1534107,-100.881516
41.1533879,-100.8808629
41.153365,-100.880469
41.1533541,-100.880245
41.1532976,-100.879252
41.1532915,-100.8791456
41.1526818,-100.8647318
41.1526797,-100.8673248
41.1526781,-100.8644083
41.1526722,-100.8640976
41.1526705,-100.8650959
41.1526624,-100.8668639
41.1526614,-100.8638114
41.1526514,-100.8655762
41.1526435,-100.866494
41.1526432,-100.8658872
41.1526431,-100.8661634
41.1526414,-100.863272
41.152611,-100.8627457
41.1521606,-100.8539851
41.1521397,-100.8536858
41.1521166,-100.8534227
41.1520998,-100.8531508
41.1520678,-100.8528715
41.1520251,-100.8524704
41.1519864,-100.852136
41.1518691,-100.8512491
41.1515942,-100.8491627
41.1513922,-100.8476343
41.1512957,-100.846914
41.1512028,-100.8464267
41.1511642,-100.8462116
41.1511164,-100.8459452
41.1510538,-100.845612
41.1509286,-100.8449458
