latitude,longitude
41.14944,-100.8517333
41.1494497,-100.8520632
41.1494699,-100.8514248
41.1494922,-100.852487
41.1495273,-100.851052
41.149583,-100.8506819
41.1514726,-100.8683882
41.152228,-100.8744709
41.1525556,-100.8770791
41.1527963,-100.8791444
41.1529906,-100.8806904
41.1531824,-100.8820476
41.1532862,-100.8830148
41.1533004,-100.8831838
41.1533206,-100.8834332
41.1533524,-100.8839242
41.1533804,-100.8842513
41.1533884,-100.884338
41.1534001,-100.8844659
41.1534466,-100.8848387
41.1535039,-100.885301
41.1534466,-100.8848387
41.1534001,-100.8844659
41.1533884,-100.884338
41.1533804,-100.8842513
41.1533524,-100.8839242
41.1533206,-100.8834332
41.1533004,-100.8831838
41.1532862,-100.8830148
41.1531824,-100.8820476
41.1529906,-100.8806904
41.1527963,-100.8791444
41.1525556,-100.8770791
41.152228,-100.8744709
41.1514726,-100.8683882
41.149583,-100.8506819
41.1495273,-100.851052
41.1494922,-100.852487
41.1494699,-100.8514248
41.1494497,-100.8520632
41.14944,-100.8517333
