latitude,longitude
32.7184396,-97.3876943
32.7188952,-97.3866664
32.7189552,-97.3865381
32.719235,-97.38601
32.7194944,-97.3855356
32.7196965,-97.3851593
32.7198918,-97.3848429
32.7202934,-97.3843311
32.7213784,-97.3829809
32.721587,-97.3827191
32.7217595,-97.3824782
32.7219482,-97.3821652
32.7221883,-97.381715
32.7231055,-97.3798849
32.7237739,-97.3785525
32.7242701,-97.3775754
32.7248548,-97.3764123
32.7254431,-97.3752354
32.7260607,-97.3739986
32.726627,-97.3728694
32.7270375,-97.3720471
32.7273529,-97.3714218
32.7276179,-97.3708968
32.727757,-97.3706062
32.7279246,-97.3701751
32.727757,-97.3706062
32.7276179,-97.3708968
32.7273529,-97.3714218
32.7270375,-97.3720471
32.726627,-97.3728694
32.7260607,-97.3739986
32.7254431,-97.3752354
32.7248548,-97.3764123
32.7242701,-97.3775754
32.7237739,-97.3785525
32.7231055,-97.3798849
32.7221883,-97.381715
32.7219482,-97.3821652
32.7217595,-97.3824782
32.721587,-97.3827191
32.7213784,-97.3829809
32.7202934,-97.3843311
32.7198918,-97.3848429
32.7196965,-97.3851593
32.7194944,-97.3855356
32.719235,-97.38601
32.7189552,-97.3865381
32.7188952,-97.3866664
32.7184396,-97.3876943
