latitude,longitude
32.7105101,-97.409734
32.7107215,-97.4090931
32.7110472,-97.4081979
32.7111995,-97.4077751
32.711274,-97.4075624
32.7115961,-97.4066448
32.7119972,-97.4054987
32.7125045,-97.4040546
32.7127405,-97.4034017
32.7129432,-97.4029045
32.713182,-97.4023895
32.7134586,-97.4017973
32.7136707,-97.4012909
32.7139434,-97.400527
32.7142972,-97.3995142
32.7149382,-97.3977144
32.7154238,-97.3962869
32.716113,-97.3943445
32.7167453,-97.392519
32.7171642,-97.3913173
32.7177514,-97.3896678
32.7178775,-97.3893039
32.7180758,-97.3887409
32.7181946,-97.3883906
32.7182471,-97.388246
32.7184396,-97.3876943
32.7185218,-97.387465
32.7185673,-97.3873386
32.7186535,-97.3870995
32.7186983,-97.3869835
32.7187388,-97.3868831
32.7188016,-97.386751
32.7189738,-97.3863679
32.7188016,-97.386751
32.7187388,-97.3868831
32.7186983,-97.3869835
32.7186535,-97.3870995
32.7185673,-97.3873386
32.7185218,-97.387465
32.7184396,-97.3876943
32.7182471,-97.388246
32.7181946,-97.3883906
32.7180758,-97.3887409
32.7178775,-97.3893039
32.7177514,-97.3896678
32.7171642,-97.3913173
32.7167453,-97.392519
32.716113,-97.3943445
32.7154238,-97.3962869
32.7149382,-97.3977144
32.7142972,-97.3995142
32.7139434,-97.400527
32.7136707,-97.4012909
32.7134586,-97.4017973
32.713182,-97.4023895
32.7129432,-97.4029045
32.7127405,-97.4034017
32.7125045,-97.4040546
32.7119972,-97.4054987
32.7115961,-97.4066448
32.711274,-97.4075624
32.7111995,-97.4077751
32.7110472,-97.4081979
32.7107215,-97.4090931
32.7105101,-97.409734
