latitude,longitude
32.7176876,-97.3879114
32.7178259,-97.3875111
32.7181797,-97.3863966
32.718371,-97.3857862
32.7186796,-97.3848307
32.7189086,-97.3841264
32.7194394,-97.3824437
32.7195861,-97.3820065
32.7197587,-97.3815639
32.7199934,-97.3810489
32.7247378,-97.3715908
32.7248726,-97.3713508
32.7251638,-97.3708646
32.7248726,-97.3713508
32.7247378,-97.3715908
32.7199934,-97.3810489
32.7197587,-97.3815639
32.7195861,-97.3820065
32.7194394,-97.3824437
32.7189086,-97.3841264
32.7186796,-97.3848307
32.718371,-97.3857862
32.7181797,-97.3863966
32.7178259,-97.3875111
32.7176876,-97.3879114
