latitude,longitude
41.1528054,-100.86478
41.1528285,-100.8611819
41.1528311,-100.8615077
41.1528389,-100.8644635
41.1528465,-100.858611
41.152847,-100.864021
41.1528487,-100.8582929
41.152851,-100.8629875
41.1528635,-100.8563688
41.152879,-100.8543607
41.1530082,-100.8398957
41.1530547,-100.834298
41.1530628,-100.8335603
41.1530633,-100.8334733
41.1530628,-100.8335603
41.1530547,-100.834298
41.1530082,-100.8398957
41.152879,-100.8543607
41.1528635,-100.8563688
41.152851,-100.8629875
41.1528487,-100.8582929
41.152847,-100.864021
41.1528465,-100.858611
41.1528389,-100.8644635
41.1528311,-100.8615077
41.1528285,-100.8611819
41.1528054,-100.86478
