yardId,railId,coordinates
westColtonYard,210129954,"34.065029,-117.3768536,34.0650891,-117.3767225,34.0651425,-117.3765848,34.0657475,-117.3748021,34.065783,-117.3747082,34.0658263,-117.3746081"
westColtonYard,210129955,"34.0660624,-117.3749135,34.0661369,-117.374744,34.066189,-117.3746,34.0667814,-117.3728507,34.0668718,-117.3726189"
westColtonYard,210129957,"34.0645685,-117.377716,34.0646436,-117.3775506,34.0647043,-117.3773843,34.0652809,-117.3756768,34.0653376,-117.3755336,34.0654029,-117.3754008,34.0654944,-117.3752314,34.0657301,-117.3747894,34.0658263,-117.3746081,34.0660726,-117.3741468,34.0661912,-117.3739218,34.0664206,-117.3734872,34.0665368,-117.3732653,34.0667666,-117.372839,34.0668718,-117.3726189,34.0669521,-117.3724104,34.0670149,-117.3722036,34.0670542,-117.3719914,34.0670789,-117.3716891,34.0670997,-117.3708051"
westColtonYard,210129958,"34.0657168,-117.3755604,34.0657699,-117.3754417,34.0658239,-117.3753057,34.0664328,-117.3735086,34.0664776,-117.3733933,34.0665368,-117.3732653"
westColtonYard,210129960,"34.0659477,-117.3751244,34.066019,-117.3749692,34.0660723,-117.3748204,34.0666674,-117.3730703,34.0667129,-117.3729529,34.0667666,-117.372839"
westColtonYard,210129961,"34.0653728,-117.376205,34.0654259,-117.3760924,34.0654687,-117.3759882,34.0660605,-117.3742381,34.0661112,-117.3740989,34.0661912,-117.3739218"
westColtonYard,210129962,"34.0655983,-117.375778,34.0656631,-117.3756461,34.0657178,-117.3755069,34.0662997,-117.3737727,34.0663531,-117.3736383,34.0664206,-117.3734872"
westColtonYard,210129966,"34.0636628,-117.3796699,34.0636886,-117.379389,34.0637392,-117.379099,34.0638107,-117.3788808,34.0648727,-117.3759242,34.0650824,-117.3753165,34.0652792,-117.3747464,34.0653514,-117.3745568,34.065452,-117.3743355,34.0665187,-117.3723427,34.0668474,-117.3717234,34.066956,-117.3714984"
westColtonYard,210129968,"34.0649095,-117.3770698,34.0649692,-117.3769484,34.0650061,-117.3768601,34.0656275,-117.3750308,34.0656723,-117.3749135,34.0657301,-117.3747894"
westColtonYard,210129969,"34.0636814,-117.3797402,34.0637131,-117.3795839,34.0637461,-117.3794602,34.0638462,-117.3791249,34.0639271,-117.3789269,34.0639958,-117.3787839,34.0645685,-117.377716,34.0646836,-117.3775002,34.0649095,-117.3770698,34.065029,-117.3768536,34.0652568,-117.376424,34.0653728,-117.376205,34.0655983,-117.375778,34.0657168,-117.3755604,34.0658343,-117.3753414,34.0659477,-117.3751244,34.0660624,-117.3749135,34.0663987,-117.3742847,34.0665389,-117.3740141,34.0666403,-117.3737376"
westColtonYard,210129971,"34.0652568,-117.376424,34.0653145,-117.3763024,34.0653593,-117.3761879,34.0659748,-117.3743749,34.0660216,-117.3742596,34.0660726,-117.3741468"
westColtonYard,210129972,"34.0651931,-117.3746138,34.0652909,-117.3743333,34.0653617,-117.3741668,34.0663441,-117.3723203,34.0664441,-117.3721832,34.0666175,-117.3719834"
westColtonYard,210129974,"34.0655452,-117.3735084,34.0659518,-117.3727408,34.0660837,-117.3725525,34.0661905,-117.3724321,34.066406,-117.3721979"
westColtonYard,210129975,"34.0636549,-117.3800022,34.0636663,-117.3798703,34.0636814,-117.3797402,34.063727,-117.3794085,34.0637617,-117.3792266,34.0638576,-117.3789234,34.0649135,-117.3759452,34.0651281,-117.37534,34.0653747,-117.3746445,34.0654633,-117.3744711,34.0664254,-117.3726622,34.0666351,-117.372295,34.0667421,-117.372092,34.0669026,-117.3717094,34.0669831,-117.3714852,34.0670365,-117.3713169,34.0670643,-117.3711904"
westColtonYard,210134283,"34.066808,-117.391667,34.0668387,-117.3918427"
westColtonYard,210134285,"34.0668387,-117.3918427,34.0673938,-117.3979346,34.0674126,-117.3976991,34.067426,-117.3955396,34.0674399,-117.3965122,34.0674461,-117.3962374,34.0674473,-117.3957223,34.0674528,-117.3959425"
westColtonYard,210134287,"34.0668752,-117.391653,34.0669001,-117.3918003"
westColtonYard,210135838,"34.0636786,-117.3807509,34.0637014,-117.3804894,34.0637296,-117.3803036,34.0637738,-117.3800771,34.0638993,-117.3795817,34.0639367,-117.3794406,34.0639777,-117.3793071,34.0640387,-117.379144,34.0640911,-117.3790122,34.0643259,-117.3785663,34.0644731,-117.3782908,34.0646186,-117.3780201,34.064804,-117.3776642,34.0649526,-117.3773885,34.0651373,-117.3770464,34.0653203,-117.3766965,34.0654731,-117.3764148,34.0661347,-117.3751655,34.0663632,-117.3747351,34.0664782,-117.3744919,34.0665706,-117.374245,34.0669348,-117.3556506,34.0669815,-117.3559267,34.0670193,-117.3561369,34.0670208,-117.3727276,34.0670504,-117.3563792,34.0670875,-117.3679091,34.0670875,-117.3724943,34.0670897,-117.368137,34.067103,-117.3670829,34.0671075,-117.3669032,34.0671119,-117.3683597,34.0671319,-117.3666806,34.067143,-117.3686011,34.0671497,-117.3722207,34.0671719,-117.3664647,34.0671897,-117.3719096,34.067209,-117.3715642,34.0672186,-117.3691187,34.0672208,-117.3662219,34.0672452,-117.369914,34.0672474,-117.369446,34.0672497,-117.3696753,34.0672674,-117.3659832,34.067303,-117.3657418,34.0673341,-117.3655192,34.067343,-117.3592133,34.0673496,-117.365318,34.0674007,-117.359954,34.0674229,-117.3604858,34.0674274,-117.3607529,34.0674373,-117.361068,34.0674385,-117.3614123"
westColtonYard,210135839,"34.0643011,-117.385273,34.0643082,-117.3855453,34.0643365,-117.3857776,34.0643978,-117.3809153,34.0644006,-117.381239"
westColtonYard,210135840,"34.0637234,-117.3844324,34.0637301,-117.3848326,34.0637512,-117.3851183,34.0637966,-117.3854071,34.0638233,-117.3801684,34.06383,-117.3800056,34.0638519,-117.3798366,34.0638676,-117.3857317,34.0638993,-117.3795817,34.0639523,-117.3860088,34.0640766,-117.386333,34.0642319,-117.3866491,34.0643682,-117.3868862,34.0645454,-117.3871374,34.0648593,-117.3875278,34.0649025,-117.387578,34.0657904,-117.3886691,34.0660498,-117.3889885,34.0662165,-117.3892729,34.0662942,-117.3894499,34.0663787,-117.3897328,34.0664408,-117.3900892,34.0665116,-117.3904772"
westColtonYard,210135841,"34.0643988,-117.385361,34.0644044,-117.3856819,34.0644177,-117.3802502,34.0644259,-117.380584,34.0644365,-117.385964,34.0644443,-117.3788327,34.0644611,-117.378662,34.064467,-117.3861284,34.0644833,-117.3813934,34.0644867,-117.3816647,34.0645057,-117.3784879,34.0645076,-117.3863141,34.0645488,-117.3783525,34.0645587,-117.3865084,34.0646234,-117.3866739,34.0646873,-117.3779294,34.0646913,-117.3868151,34.0648454,-117.3870858,34.0649947,-117.387347,34.0652078,-117.3877181,34.0653484,-117.3879713,34.0654355,-117.3881229,34.0656071,-117.3884027,34.0657904,-117.3886691"
westColtonYard,210135842,"34.0638722,-117.3847028,34.063879,-117.3850028,34.0638896,-117.383921,34.0638982,-117.3835308,34.0639034,-117.3853112,34.0639368,-117.3855392,34.0639789,-117.3799,34.0640012,-117.3858021,34.0640071,-117.3795496,34.0640407,-117.3793381,34.0640962,-117.379151,34.0641167,-117.386191,34.0641469,-117.3789928,34.0642141,-117.3788135,34.0642289,-117.3864834,34.0643259,-117.3785663,34.064409,-117.3868337,34.0645189,-117.3870244,34.0646984,-117.3872987"
westColtonYard,210135843,"34.0642912,-117.382384,34.0643056,-117.381701,34.0643489,-117.3801456,34.0643678,-117.3790295,34.0643767,-117.3788699,34.0643968,-117.378726,34.0644379,-117.3785464,34.0645311,-117.3783121,34.0646873,-117.3779294,34.064804,-117.3776642"
westColtonYard,210135844,"34.0640634,-117.3851315,34.0640655,-117.3848375,34.0640767,-117.3853597,34.064085,-117.3839249,34.0640933,-117.3835346,34.0641057,-117.3855779,34.0641678,-117.3859563,34.0641723,-117.3798326,34.0641968,-117.3794952,34.06422,-117.386143,34.0642416,-117.3791789,34.0642852,-117.3789466,34.0643189,-117.3864498,34.0643307,-117.3787574,34.0643852,-117.3785865,34.0644279,-117.3867289,34.0644892,-117.3868823,34.0645212,-117.3782262,34.0645666,-117.387056,34.0646186,-117.3780201"
westColtonYard,210135845,"34.0639766,-117.3847868,34.0639811,-117.38507,34.0639962,-117.3839231,34.0640034,-117.3853729,34.064005,-117.3835329,34.0640412,-117.3856143,34.0640867,-117.3799242,34.0641011,-117.3796177,34.0641145,-117.3859375,34.0641321,-117.3793518,34.0641988,-117.3790362,34.0642044,-117.3862487,34.0642766,-117.3864498,34.0643065,-117.3786745,34.0643792,-117.3784959,34.0644034,-117.3867396,34.0644731,-117.3782908,34.0645666,-117.387056,34.0646984,-117.3872987,34.0648593,-117.3875278"
westColtonYard,210135846,"34.0643489,-117.3801456,34.0643599,-117.3804019,34.0643978,-117.3809153,34.0644067,-117.3828631,34.0644244,-117.3813328,34.064431,-117.3818296,34.0644365,-117.3815801"
westColtonYard,210136589,"34.0648001,-117.3855061,34.0648265,-117.3852023,34.0648521,-117.384983,34.0648821,-117.3847211,34.06489,-117.3845174,34.0649011,-117.383887,34.0650233,-117.3786218,34.06503,-117.3783482,34.0650544,-117.3781229,34.0651055,-117.3778882,34.0651633,-117.3776723,34.0652211,-117.3774819,34.0653122,-117.3772659,34.0653911,-117.3770898,34.0654622,-117.376917,34.0655143,-117.3767496,34.0655866,-117.3765109,34.0656468,-117.3763404"
westColtonYard,210136590,"34.0647678,-117.3863585,34.0647745,-117.3865871,34.0647933,-117.3857503,34.0648001,-117.3855061,34.0649555,-117.3785136,34.0649677,-117.3783321,34.0649944,-117.3780773,34.0650411,-117.3778399,34.0650966,-117.3776468,34.0651778,-117.377464,34.0653033,-117.3771504,34.0654025,-117.3769323,34.0655334,-117.3766122,34.0656468,-117.3763404,34.0657547,-117.3760708"
westColtonYard,210136591,"34.0646877,-117.3857702,34.0646877,-117.3860368,34.0646966,-117.3862135,34.0647222,-117.3864491,34.0647532,-117.386643,34.0648265,-117.3869148,34.0648577,-117.3785106,34.0648699,-117.3782576,34.0648877,-117.3780776,34.0648997,-117.387143,34.064932,-117.3778482,34.0649809,-117.3776685,34.065061,-117.3774535,34.0653062,-117.3768535,34.065426,-117.3766086,34.065833,-117.3758474,34.0659427,-117.3756164,34.0661347,-117.3751655"
westColtonYard,210136592,"34.064641,-117.3857609,34.0646432,-117.3860147,34.0646722,-117.3863749,34.0647023,-117.386602,34.0647515,-117.3867743,34.0648122,-117.3784371,34.0648333,-117.3781815,34.0648654,-117.3779565,34.0648997,-117.387143,34.064923,-117.3777213,34.0649947,-117.387347,34.0649963,-117.3774931,34.0652203,-117.3769191,34.0653203,-117.3766965"
westColtonYard,210136593,"34.06447,-117.3856385,34.0644878,-117.3858208,34.0645145,-117.3860301,34.0645722,-117.3863335,34.0646213,-117.3865527,34.0646323,-117.378638,34.0646472,-117.3784129,34.0646741,-117.3867067,34.0646777,-117.3782117,34.0647122,-117.3780411,34.064751,-117.3868707,34.0647754,-117.3778196,34.0648454,-117.3870858,34.0648572,-117.3775957,34.0649526,-117.3773885"
westColtonYard,210136594,"34.064731,-117.3861242,34.0647322,-117.3859024,34.064751,-117.386352,34.0647745,-117.3865871,34.0647876,-117.3867197,34.0648265,-117.3869148,34.0649033,-117.3784233,34.0649322,-117.3781122,34.0649722,-117.3779056,34.0650255,-117.3776803,34.0652409,-117.3771201,34.0653753,-117.3768298,34.065506,-117.3765634,34.0656306,-117.3763328,34.0657547,-117.3760708,34.0658354,-117.3758744,34.0659427,-117.3756164"
westColtonYard,210136595,"34.0645666,-117.3857074,34.0645843,-117.386039,34.064611,-117.3862787,34.064652,-117.3865532,34.064692,-117.3867109,34.06473,-117.3785475,34.0647433,-117.3783103,34.064751,-117.3868707,34.0647843,-117.3780359,34.0648421,-117.3777864,34.0649354,-117.3775116,34.0650346,-117.3772689,34.0651373,-117.3770464"
westColtonYard,210137512,"34.0650144,-117.3858893,34.0650165,-117.3861129,34.0650286,-117.386372,34.0650682,-117.386659,34.0650705,-117.3834551,34.0651265,-117.3868836,34.06518,-117.3787078,34.0652113,-117.3871467,34.0652165,-117.3782746,34.0652542,-117.3780519,34.065285,-117.3873194,34.0653109,-117.3778103,34.0653731,-117.387516,34.0654019,-117.3775182,34.0665966,-117.374752,34.0667276,-117.3744184,34.0668197,-117.3741315,34.0671028,-117.3556511,34.0671273,-117.3731047,34.0671287,-117.3559784,34.0672263,-117.3727194,34.0672808,-117.3724176,34.0673163,-117.3721096,34.0673396,-117.3717956,34.0674696,-117.359326,34.067503,-117.3596747,34.0675262,-117.3635921,34.0675319,-117.3634592,34.0675329,-117.3600995,34.0675552,-117.3606777,34.0675696,-117.3616812,34.0675728,-117.3611006"
westColtonYard,210137513,"34.0675654,-117.3646594,34.0675733,-117.3649736,34.0675931,-117.3652858,34.0676018,-117.3655921"
westColtonYard,210137514,"34.0675262,-117.3635921,34.067537,-117.363896,34.0675557,-117.3642122,34.0675647,-117.364517"
westColtonYard,210137516,"34.0651358,-117.3859226,34.0651381,-117.3861691,34.065148,-117.3863777,34.0651832,-117.3866873,34.0651975,-117.3832633,34.0652338,-117.3869038,34.0653009,-117.3788121,34.0653032,-117.3871629,34.0653187,-117.3784372,34.0653604,-117.3873622,34.0653652,-117.3781346,34.0654336,-117.3875732,34.0654455,-117.3777769,34.0655555,-117.3774629,34.0667918,-117.3746265,34.0669058,-117.3743475,34.0670075,-117.3740388,34.0670667,-117.3542117,34.0673652,-117.3728439,34.0674341,-117.3725275,34.0674895,-117.3705568,34.0674962,-117.3721699,34.0674985,-117.3710275,34.0675163,-117.371345,34.0675184,-117.3718657,34.067524,-117.3716013,34.067555,-117.3589376,34.0676006,-117.3657355,34.0676018,-117.3655921,34.0676074,-117.3595074,34.0676451,-117.3600579,34.0676729,-117.3606053,34.0676895,-117.361776,34.0676896,-117.3612159"
westColtonYard,210137517,"34.0657434,-117.3871581,34.0657501,-117.3873419,34.0657722,-117.3874947,34.0659397,-117.3784302,34.0659509,-117.3782292,34.0659708,-117.3780555,34.06601,-117.3778787,34.0661342,-117.3774913,34.0662216,-117.3772167,34.0663199,-117.3769319,34.0664075,-117.3766559,34.0664981,-117.3763811,34.0665908,-117.3761088,34.0666782,-117.3758333,34.0667687,-117.3755591,34.0668601,-117.3752821,34.0670164,-117.3747552,34.0671571,-117.3742902,34.0672511,-117.3739716,34.0673526,-117.3736277,34.0674249,-117.3733522,34.0674727,-117.3731008,34.0675575,-117.3726237,34.0676006,-117.3657355,34.0676729,-117.3670864,34.0677241,-117.3679606,34.0677606,-117.3712138,34.0677641,-117.3685915,34.0677994,-117.3708241,34.0678032,-117.3692458,34.0678239,-117.3704841,34.0678309,-117.3696887,34.0678373,-117.3699434"
westColtonYard,210137518,"34.0650833,-117.3857901,34.0650836,-117.386194,34.0650935,-117.386384,34.0651298,-117.3866564,34.0651346,-117.3834242,34.0651783,-117.3868849,34.0652344,-117.3788238,34.0652366,-117.3870762,34.0652493,-117.3785374,34.0652809,-117.3782813,34.0653026,-117.387249,34.0653131,-117.378063,34.0653719,-117.3778204,34.0654336,-117.3875732,34.0654365,-117.3776053,34.0654991,-117.387729,34.0655767,-117.3878894,34.0655956,-117.3772036,34.066612,-117.3748801,34.0667808,-117.3744664,34.0668751,-117.374183,34.0670904,-117.3549319,34.0671077,-117.3551692,34.067126,-117.3553713,34.0671984,-117.3730694,34.0672827,-117.3727457,34.0673416,-117.3724228,34.0673874,-117.3720399,34.0673996,-117.3717852,34.0674906,-117.3589125,34.0675647,-117.364517,34.0675654,-117.3646594,34.0675663,-117.3597313,34.0675918,-117.3601377,34.0676129,-117.3605624,34.0676251,-117.3609127,34.0676274,-117.3617923,34.0676307,-117.3613222"
westColtonYard,210138795,"34.0652078,-117.3877181,34.0653725,-117.3879645,34.0654453,-117.3880683,34.0656064,-117.3882604,34.0657619,-117.3884253,34.0659832,-117.3886506,34.0661231,-117.3888357,34.0663435,-117.3892208"
westColtonYard,210138796,"34.0653102,-117.3864158,34.0653109,-117.3861937,34.0653246,-117.3866393,34.0653591,-117.3868812,34.0654092,-117.3870974,34.0654777,-117.3873102,34.0654809,-117.3786752,34.0654876,-117.3783886,34.0655142,-117.3781093,34.0655364,-117.3779671,34.0655766,-117.387587,34.065592,-117.3777391,34.0656732,-117.3775316,34.0656867,-117.3878394,34.0658079,-117.3772405,34.065829,-117.388139,34.0659669,-117.3769435,34.0660048,-117.3885158,34.0661446,-117.3766187,34.066281,-117.3763642,34.0663435,-117.3892208,34.0663679,-117.3761835,34.0664151,-117.389379,34.0664817,-117.3895378,34.066566,-117.3898183,34.0666167,-117.3900031,34.0666424,-117.3901741,34.0666698,-117.3754563,34.066795,-117.3751238,34.0668752,-117.391653,34.0670318,-117.3744051,34.0673534,-117.3733942,34.0674382,-117.3730764,34.067495,-117.3727611,34.0675383,-117.3724785,34.067554,-117.3722759,34.0676229,-117.371472,34.0676375,-117.371257,34.0676606,-117.367741,34.0676694,-117.3680964,34.0676724,-117.3674187,34.0676729,-117.3670864,34.0677039,-117.3694121,34.067705,-117.3697864"
westColtonYard,210138797,"34.067017,-117.3538292,34.067215,-117.3548156,34.0672442,-117.3550167,34.0672608,-117.3551761,34.0677208,-117.3677814,34.0677241,-117.3679606,34.0677252,-117.3676166,34.067774,-117.3601645,34.0678072,-117.3606749,34.0678372,-117.3613533,34.067845,-117.3622199"
westColtonYard,210138798,"34.0671162,-117.392553,34.0671226,-117.3926996,34.0671384,-117.392874,34.0671395,-117.3923815,34.0672083,-117.3919805"
westColtonYard,210138988,"34.0655167,-117.3864056,34.0655167,-117.3862564,34.0655222,-117.3865763,34.0655431,-117.3867782,34.0655891,-117.3870697,34.0656437,-117.3873281,34.0656909,-117.3786571,34.0657054,-117.3783858,34.065732,-117.3781951,34.0657439,-117.3877134,34.0657721,-117.3779915,34.0658028,-117.3778735,34.0658056,-117.3879521,34.0658568,-117.3881272,34.0659971,-117.3772459,34.066068,-117.3770121,34.0661516,-117.3767403,34.0662231,-117.3765335"
westColtonYard,210138989,"34.0654333,-117.3862867,34.0654422,-117.3865501,34.0654689,-117.3867564,34.0655143,-117.3869769,34.0656045,-117.3786583,34.0656065,-117.3873453,34.0656199,-117.3784245,34.0656453,-117.3781978,34.0656612,-117.3875579,34.0657025,-117.3779292,34.0657132,-117.3877259,34.0658058,-117.3775786,34.0659499,-117.3771926,34.0660393,-117.3769714,34.0662231,-117.3765335,34.0663679,-117.3761835"
westColtonYard,210138990,"34.0653534,-117.3861872,34.0653546,-117.3864246,34.0653698,-117.3866601,34.0653965,-117.3868694,34.0654498,-117.3870874,34.0655243,-117.3786324,34.0655304,-117.3873343,34.0655343,-117.3784234,34.0655521,-117.378241,34.0656188,-117.3778923,34.0656788,-117.377675,34.0657608,-117.3879739,34.0657746,-117.3773986,34.065829,-117.388139,34.0658674,-117.3771607,34.0659669,-117.3769435"
westColtonYard,210138991,"34.0653944,-117.3861992,34.0653966,-117.3864124,34.06541,-117.3866259,34.0654387,-117.3868479,34.0654709,-117.387004,34.0655151,-117.3871727,34.0655653,-117.3786323,34.0655742,-117.3784231,34.0655783,-117.3873591,34.0655967,-117.3782577,34.06564,-117.3780229,34.0657132,-117.3877259,34.0657657,-117.3775558,34.0658425,-117.3773405,34.0658568,-117.3881272,34.0659205,-117.3883102,34.0660048,-117.3885158,34.0660761,-117.3767743,34.0661446,-117.3766187"
westColtonYard,210138992,"34.0654768,-117.3862788,34.0654791,-117.3864903,34.0654967,-117.3866798,34.0655298,-117.386915,34.0656065,-117.3873453,34.0656477,-117.3786618,34.0656587,-117.3784536,34.0656831,-117.3782166,34.0657498,-117.3779054,34.0659247,-117.3773447,34.0659774,-117.3771566,34.0660393,-117.3769714"
westColtonYard,210139054,"34.0655554,-117.3863066,34.0655565,-117.3864479,34.0655909,-117.386799,34.0656546,-117.3871953,34.0657036,-117.3875178,34.0657275,-117.3786323,34.0657386,-117.3784258,34.0657439,-117.3877134,34.0657653,-117.3782353,34.0658031,-117.3780412,34.0659265,-117.3776126,34.0659733,-117.3774454,34.0660233,-117.3771898,34.066068,-117.3770121"
westColtonYard,210139057,"34.0656002,-117.3864172,34.0656002,-117.3861864,34.0656144,-117.3866931,34.0656303,-117.3869812,34.0656546,-117.3871953,34.0657699,-117.3786305,34.0657844,-117.3784173,34.0658499,-117.3780241,34.0659733,-117.3774454"
westColtonYard,210139106,"34.0672511,-117.3739716,34.0673029,-117.3737662,34.0674382,-117.3730764"
westColtonYard,210139288,"34.066703,-117.3522345,34.066769,-117.3525026,34.0670296,-117.3533841,34.0670864,-117.3536531,34.0671231,-117.3539082,34.0671485,-117.3541503,34.0671708,-117.3543218,34.0674274,-117.3556004,34.0674688,-117.3558312,34.0674917,-117.3560159,34.0675228,-117.3562922,34.0675384,-117.3564692,34.0678373,-117.3699434,34.0679228,-117.3602926,34.0679627,-117.3607985,34.0679871,-117.3612703,34.0679894,-117.3615064,34.0680005,-117.3624747,34.0680028,-117.362008"
westColtonYard,210139289,"34.067215,-117.3548156,34.0673115,-117.3553091,34.0673587,-117.3556524,34.067756,-117.3682983,34.0677573,-117.3681327,34.0677641,-117.3685915,34.0678061,-117.3600702,34.0678539,-117.3606535,34.0678672,-117.3610263,34.0678828,-117.3615574,34.0678872,-117.3623781,34.0678939,-117.3620777"
westColtonYard,210139290,"34.0673115,-117.3553091,34.0674128,-117.3557988,34.0674519,-117.3560979,34.0677901,-117.3688404,34.0677967,-117.3685627,34.0678032,-117.3692458,34.067854,-117.3600677,34.0678783,-117.3604185,34.0679029,-117.3608281,34.0679229,-117.3613752,34.0679318,-117.3616354,34.0679428,-117.3620482"
westColtonYard,210139291,"34.0674128,-117.3557988,34.0675384,-117.3564692"
westColtonYard,210139292,"34.0678218,-117.3707897,34.0678239,-117.3704841,34.0678391,-117.3711357,34.0678505,-117.3714097"
westColtonYard,210139304,"34.0658577,-117.3870982,34.0658586,-117.3872672,34.0658731,-117.387428,34.0660542,-117.3784204,34.066063,-117.3782085,34.0660853,-117.3780342,34.0662431,-117.3772266,34.0663199,-117.3769319"
westColtonYard,210139305,"34.0658932,-117.3873219,34.0660965,-117.3784582,34.0661031,-117.3782088,34.066123,-117.3780422,34.0663268,-117.3769699,34.0664075,-117.3766559"
westColtonYard,210139306,"34.065819,-117.3873299,34.06582,-117.3871081,34.0658513,-117.3875323,34.0660154,-117.3784412,34.0660297,-117.3782,34.0660643,-117.3779533,34.0661653,-117.3774387,34.0662216,-117.3772167"
westColtonYard,210139307,"34.0657811,-117.3871271,34.0657843,-117.3873137,34.0658055,-117.3874939,34.06598,-117.3784387,34.0659919,-117.3782005,34.066017,-117.3779962,34.0660782,-117.3777042,34.0661342,-117.3774913"
westColtonYard,210139432,"34.0659666,-117.3875219,34.06597,-117.3873389,34.0659812,-117.387712,34.0660071,-117.3879622,34.066021,-117.3880786,34.0660677,-117.3883263"
westColtonYard,210139433,"34.0659311,-117.3873298,34.0661332,-117.3784508,34.0661422,-117.378244,34.0661541,-117.3781012,34.0661964,-117.3778506,34.0664142,-117.3767139,34.0664981,-117.3763811"
westColtonYard,210139434,"34.0660077,-117.3873657,34.0662097,-117.3783641,34.0662208,-117.3781683,34.0662475,-117.3779805,34.0666085,-117.3761032,34.0666782,-117.3758333"
westColtonYard,210139471,"34.0660963,-117.3869666,34.0660987,-117.387143,34.0661186,-117.3873612,34.0661739,-117.3877542,34.0662162,-117.3879758,34.0662854,-117.3784739,34.0662932,-117.3782804,34.0663075,-117.3781415,34.0663519,-117.377841,34.0667898,-117.3755442,34.0668601,-117.3752821"
westColtonYard,210139472,"34.0660546,-117.3871293,34.0660783,-117.3873616,34.0661138,-117.3875611,34.0662162,-117.3879758,34.0662497,-117.3784074,34.0662604,-117.3881464,34.066263,-117.378186,34.0662986,-117.3883409,34.0663004,-117.3779507,34.0663654,-117.3887641,34.0664483,-117.3893164,34.0664882,-117.3895074,34.066566,-117.3898183,34.0666912,-117.3758607,34.0667687,-117.3755591"
westColtonYard,210139501,"34.0661876,-117.3870856,34.0661944,-117.387264,34.0662143,-117.3876638,34.0662426,-117.3879646,34.066382,-117.3785072,34.0663934,-117.3782786,34.0664111,-117.3781106,34.066443,-117.3779135,34.0670976,-117.3745293,34.0671571,-117.3742902"
westColtonYard,210139504,"34.0661379,-117.3870117,34.0661437,-117.3872263,34.0661625,-117.3874277,34.0662426,-117.3879646,34.0662986,-117.3883409,34.0663342,-117.3784585,34.066354,-117.3781952,34.0663837,-117.3779682,34.0669601,-117.3750064,34.0670164,-117.3747552"
westColtonYard,210139523,"34.0662745,-117.3873391,34.0662793,-117.3874947,34.0663027,-117.3879325,34.0664743,-117.378533,34.0664843,-117.378294,34.0665053,-117.3781063,34.0671399,-117.3748245,34.067336,-117.3738016"
westColtonYard,210139524,"34.0662297,-117.3871265,34.0662403,-117.3874271,34.0662711,-117.3876661,34.0663027,-117.3879325,34.0663274,-117.3883452,34.0663654,-117.3887641,34.0664299,-117.3784363,34.0664456,-117.3782174,34.0664866,-117.3779484,34.0671629,-117.374438,34.0672182,-117.3742248,34.067285,-117.3740026,34.067336,-117.3738016,34.0674249,-117.3733522"
westColtonYard,210139525,"34.0663186,-117.3874608,34.0663236,-117.3882096,34.0663274,-117.3883452,34.0663313,-117.3879574,34.0665199,-117.3785715,34.0665322,-117.3782726,34.066552,-117.3780954,34.0670506,-117.3755886,34.0670837,-117.3753408,34.0671044,-117.3750811,34.0671399,-117.3748245"
westColtonYard,210139603,"34.0665136,-117.3887304,34.0665189,-117.3885287,34.0665306,-117.3883607,34.0665314,-117.3893532,34.0665488,-117.3895587,34.0665819,-117.3879828,34.0666167,-117.3900031,34.0666534,-117.3874864,34.0666688,-117.387286,34.0668615,-117.3788928,34.0668662,-117.3785197,34.0668813,-117.3782493,34.0669199,-117.3777098,34.066942,-117.3774052,34.0669624,-117.3771111,34.066982,-117.3768192,34.0670021,-117.3765188,34.067024,-117.3762206,34.0670418,-117.3759267,34.0670642,-117.3756335,34.0670837,-117.3753408"
westColtonYard,210139604,"34.0663313,-117.3879574,34.0663544,-117.3873774,34.0663598,-117.3871857,34.0665653,-117.3783895,34.0665754,-117.3782435,34.0666055,-117.3779951,34.0670265,-117.3759109,34.0670642,-117.3756335"
westColtonYard,210139726,"34.0663987,-117.387223,34.0664011,-117.3873759,34.0664158,-117.3875698,34.0664642,-117.3879594,34.0664893,-117.3881534,34.066504,-117.3883536,34.0665136,-117.3887304,34.0665919,-117.3785453,34.0665985,-117.3784043,34.0666163,-117.3782192,34.0666453,-117.3780138,34.0670013,-117.3762386,34.0670418,-117.3759267"
westColtonYard,210139751,"34.0665515,-117.3879826,34.0665776,-117.387636,34.0665852,-117.3874434,34.0667909,-117.378498,34.0668064,-117.3782593,34.0668329,-117.3780656,34.0669163,-117.3776248,34.066942,-117.3774052"
westColtonYard,210139752,"34.0664923,-117.3878544,34.0665099,-117.387456,34.0665153,-117.3873156,34.0667118,-117.3784419,34.0667252,-117.3782836,34.0667431,-117.3781095,34.0667844,-117.3779029,34.0669482,-117.3770736,34.066982,-117.3768192"
westColtonYard,210139753,"34.0665306,-117.3883607,34.0665485,-117.3873905,34.06655,-117.3875708,34.0665515,-117.3879826,34.0665557,-117.3877704,34.066753,-117.3784318,34.0667664,-117.3782526,34.0667887,-117.3780904,34.0669029,-117.3775138,34.0669403,-117.3773045,34.0669624,-117.3771111"
westColtonYard,210139754,"34.0665819,-117.3879828,34.0666043,-117.3877451,34.0666209,-117.387475,34.0668296,-117.378458,34.0668407,-117.3782702,34.0668674,-117.3780824,34.0668993,-117.377886,34.0669199,-117.3777098"
westColtonYard,210139755,"34.066439,-117.3872416,34.0664506,-117.3877121,34.0664642,-117.3879594,34.066632,-117.3785977,34.066642,-117.3783841,34.0666676,-117.3781419,34.0669904,-117.3764852,34.067024,-117.3762206"
