yardId,railId,coordinates
baileyYard,221826982,"41.1552803,-100.8411803,41.1552843,-100.8413948,41.1553025,-100.8418133,41.1553631,-100.8421861,41.1554418,-100.8425509"
baileyYard,221826986,"41.1485573,-100.8066286,41.1486255,-100.8069553,41.1486841,-100.8072128,41.1487471,-100.807401,41.1488502,-100.8076654,41.1488941,-100.8077727,41.1489891,-100.8079718,41.1490719,-100.8081569,41.1491619,-100.8083724,41.1492456,-100.8085727,41.1492847,-100.8086583,41.1493607,-100.8088248,41.1495427,-100.8092058,41.1495843,-100.8092963,41.1496759,-100.8094955,41.1497597,-100.8096704,41.1498737,-100.8099084,41.1501304,-100.8104527,41.1504152,-100.8110565,41.1505846,-100.8113675,41.1506534,-100.8115015,41.1506999,-100.8115742,41.1521621,-100.8136448,41.1523094,-100.8138834,41.152479,-100.8141731,41.1525941,-100.8144118,41.1527113,-100.8146747,41.1528306,-100.8149699,41.1529356,-100.8152703,41.1529693,-100.855629,41.152972,-100.8555678,41.1530063,-100.8550582,41.1530225,-100.853937,41.1530226,-100.854726,41.1530245,-100.8155546,41.1530483,-100.8511233,41.1530891,-100.815804,41.1531113,-100.8442623,41.1531536,-100.8160775,41.1531861,-100.83536,41.153198,-100.835038,41.1532222,-100.834692,41.1532244,-100.8164987,41.1532507,-100.8343515,41.153287,-100.8339063,41.1538707,-100.8213669,41.1539535,-100.8219999,41.1539717,-100.8257497,41.1540038,-100.8225389,41.1540139,-100.8251916,41.1540323,-100.8229172,41.1540424,-100.8247116,41.1540525,-100.8233303,41.1540624,-100.823703,41.1540626,-100.8242637"
baileyYard,221826987,"41.1503986,-100.8093241,41.1513616,-100.8106666,41.1522962,-100.8119829,41.1528991,-100.812832,41.1530203,-100.8130278,41.1531556,-100.8132477,41.1532687,-100.8134516,41.1533919,-100.8137171,41.1535211,-100.8139961,41.1536584,-100.8143501,41.1537352,-100.8145888,41.15382,-100.8148463,41.1538848,-100.8150932,41.1539472,-100.815356,41.1539856,-100.8155223,41.1540886,-100.816056,41.1541251,-100.8162666,41.1541272,-100.8162788,41.1541532,-100.8369772,41.1541534,-100.8367011,41.1541553,-100.8364193,41.1541575,-100.836111,41.1541593,-100.8372401,41.1541595,-100.8357999,41.1541656,-100.8164853,41.1541694,-100.8354967,41.1541817,-100.8351696,41.154185,-100.8351048,41.1541958,-100.8348933,41.154208,-100.8346385,41.1542239,-100.8343996,41.1542261,-100.8167589,41.1542421,-100.8341743,41.1542564,-100.833866,41.1542684,-100.8169733,41.1542908,-100.833453,41.154317,-100.8173034,41.1545259,-100.847507,41.1545446,-100.8479887,41.1545571,-100.8483793,41.1545713,-100.8485832,41.1545936,-100.8487657,41.1546064,-100.8488419,41.1546743,-100.8492457,41.1547088,-100.8494228,41.1547491,-100.8496294,41.1548561,-100.8213374,41.1549086,-100.8217693,41.1549489,-100.8221285,41.1549833,-100.8224397,41.1549857,-100.8508635,41.1549893,-100.8251648,41.1549975,-100.8509249,41.1550036,-100.8227214,41.1550116,-100.8249021,41.1550237,-100.8230834,41.1550297,-100.8245264,41.1550359,-100.8234698,41.1550398,-100.8242233,41.1550398,-100.8238747,41.1550455,-100.8511772,41.1551119,-100.8515264,41.1552903,-100.8524645,41.1553829,-100.8529518,41.1554565,-100.8533391,41.1556235,-100.8542185,41.1556618,-100.854484,41.1556735,-100.8545753"
baileyYard,221826989,"41.1435315,-100.7907683,41.1435439,-100.7909088,41.1435746,-100.791287,41.1435887,-100.791853,41.1435996,-100.7926029,41.1436297,-100.7953551,41.143632,-100.7962035,41.1436473,-100.796453,41.1436562,-100.8361416,41.1436582,-100.8360837,41.1436671,-100.835824,41.1436675,-100.8364796,41.1437047,-100.8367531,41.1437103,-100.8355515,41.1437221,-100.7972901,41.1437275,-100.8369271,41.1437641,-100.8352946,41.1438327,-100.8350634,41.1438459,-100.7985366,41.1438921,-100.8381801,41.1439195,-100.8383635,41.1439293,-100.8348343,41.1439665,-100.8386806,41.1439783,-100.8387449,41.1440167,-100.8389295,41.1440513,-100.8391199,41.1441143,-100.8392937,41.1441939,-100.8394852,41.1442961,-100.8396982,41.1444403,-100.8399396,41.1449974,-100.8099997,41.1452721,-100.8322073,41.1454783,-100.8318071,41.1455294,-100.8415007,41.1455874,-100.8315879,41.1456688,-100.8417325,41.1457132,-100.8418064,41.1458203,-100.8419951,41.145853,-100.8420527,41.1459334,-100.8422104,41.1460469,-100.8306849,41.1461507,-100.8215893,41.1462352,-100.8303165,41.1462763,-100.842823,41.1462767,-100.8302354,41.1463801,-100.843022,41.1464411,-100.8299339,41.1464585,-100.8432039,41.1465235,-100.8433857,41.1465567,-100.8296743,41.1465829,-100.8435906,41.1466128,-100.8437242,41.1466284,-100.8438178,41.1466419,-100.8438985,41.1466472,-100.8294162,41.1466787,-100.8441651,41.1467049,-100.8291786,41.1467461,-100.8289452,41.1467486,-100.8289217,41.1467504,-100.827595,41.1467675,-100.8277677,41.1467768,-100.844875,41.1467797,-100.828626,41.1467868,-100.8284686,41.1467906,-100.8283852,41.146795,-100.8281111,41.1468035,-100.8450938"
baileyYard,221826991,"41.1412373,-100.7698306,41.1412937,-100.7700966,41.1413301,-100.7702763,41.1413644,-100.7704641,41.1414573,-100.7711105,41.14153,-100.7716094,41.1416007,-100.7720895,41.1416363,-100.7723232,41.1416553,-100.7724489,41.1417412,-100.7728781,41.1418904,-100.7736799,41.142215,-100.7751391,41.1428516,-100.7779979,41.1429344,-100.7783841,41.1430354,-100.778832,41.1431662,-100.77942,41.143247,-100.7797874,41.1433237,-100.780179,41.1433742,-100.7804633,41.1434469,-100.780871,41.1435318,-100.7814182,41.1440044,-100.7850499,41.144069,-100.7855274,41.1441195,-100.7858841,41.1441539,-100.7861523,41.1442286,-100.7865976,41.1442791,-100.7868551,41.1444811,-100.7877482,41.1446952,-100.7886816,41.1447881,-100.789084,41.1448447,-100.7893307,41.1448931,-100.7895614,41.1449618,-100.7898699,41.1450164,-100.7901515,41.1450916,-100.7905265,41.1455331,-100.7924382,41.145588,-100.7926459,41.145691,-100.793067,41.1458005,-100.7935037,41.1464752,-100.7964327,41.1485449,-100.8054106,41.1486282,-100.8057695,41.148713,-100.8060752,41.1487913,-100.8063172,41.1488862,-100.8065881,41.1489756,-100.8068289,41.1490746,-100.8070676,41.1491735,-100.8072688,41.149276,-100.8074759,41.1493715,-100.8076497,41.1494745,-100.8078455,41.1496214,-100.8080767,41.1505045,-100.8093287,41.1514167,-100.8106016,41.1528553,-100.8126091,41.1529658,-100.8127679,41.153083,-100.8129449,41.1531744,-100.8130919,41.1532889,-100.8132775,41.1533703,-100.8134379,41.1534552,-100.8136149,41.153538,-100.8137785,41.1536161,-100.8139454,41.1536854,-100.8141272,41.1537797,-100.8143826,41.1538605,-100.814624,41.1539984,-100.815066,41.1543438,-100.8162274"
baileyYard,221826992,"41.1430567,-100.7864363,41.1430987,-100.786871,41.1432143,-100.7880684,41.1432696,-100.7887148"
baileyYard,221827021,"41.1531353,-100.8707949,41.1531637,-100.8718063,41.1531648,-100.8715325,41.1531717,-100.872172,41.1532003,-100.8728542,41.1532488,-100.8737591,41.1535465,-100.8795851,41.1535568,-100.8799328,41.1535661,-100.8801784,41.1535759,-100.8804355,41.1535767,-100.8822009,41.1535797,-100.8825668,41.1535926,-100.8829306,41.1536022,-100.883227,41.1536299,-100.8836733,41.1537871,-100.8867892,41.1537953,-100.8869528,41.1538025,-100.887135,41.1540019,-100.891211,41.1541796,-100.8946635,41.1543048,-100.8970721,41.1543135,-100.8972444,41.1544598,-100.9001275,41.1545048,-100.901015,41.1546239,-100.9033726,41.1546767,-100.9043432"
baileyYard,224153418,"41.1507437,-100.8448824,41.1507559,-100.8450546,41.150771,-100.8452693,41.1507912,-100.8455724,41.1508009,-100.8458741,41.1508353,-100.8463516,41.1508405,-100.8464682,41.1508458,-100.8465863,41.150906,-100.8476283,41.1509119,-100.8477366"
baileyYard,224153426,"41.1495594,-100.8511782,41.149583,-100.8506819,41.1496371,-100.8503884,41.1497238,-100.8500841,41.1497283,-100.8500719,41.149809,-100.8498519,41.1498453,-100.8497531,41.1500402,-100.8492379,41.1502231,-100.8485373,41.1505,-100.846521,41.1505533,-100.8460968,41.1506518,-100.8453135"
baileyYard,224153428,"41.1534267,-100.8469797,41.1534969,-100.84752,41.1535516,-100.8478014,41.1536439,-100.8481486,41.1536937,-100.8500923,41.1537242,-100.8484596,41.1537533,-100.8497351,41.1537738,-100.8487705,41.1537874,-100.8493697,41.1537874,-100.849027,41.1537959,-100.8492288"
baileyYard,224153434,"41.1493223,-100.8550482,41.1493257,-100.8552818,41.1493435,-100.855689,41.149386,-100.8560699,41.1509215,-100.8684445,41.151782,-100.8753619,41.1521532,-100.8784191,41.1523629,-100.8800413,41.1523875,-100.8802586,41.1524341,-100.8805487,41.1525152,-100.8810139,41.1529025,-100.8828217,41.1530528,-100.8834386,41.1531877,-100.8839246,41.1533492,-100.884493,41.1534187,-100.884813,41.1535039,-100.885301"
baileyYard,224153453,"41.1509119,-100.8477366,41.1509463,-100.8483686,41.1509643,-100.8485927,41.1509741,-100.8487158,41.1510468,-100.8492938,41.1513227,-100.8513542,41.1515183,-100.8529396,41.151567,-100.8533607,41.1516204,-100.8538007,41.151658,-100.8542005,41.1516884,-100.8545523,41.1520251,-100.861121,41.1521109,-100.8627938,41.1521411,-100.8633192,41.1521669,-100.8662011,41.1521673,-100.8638479,41.1521689,-100.8658827,41.152171,-100.8665118,41.152173,-100.865567,41.1521797,-100.8641321,41.1521813,-100.8667939,41.1521816,-100.8650656,41.1521871,-100.8644199,41.1521911,-100.8647929,41.1522082,-100.8673691,41.1527437,-100.8779158,41.1527688,-100.8781437,41.1527902,-100.8783396,41.1528547,-100.878856"
baileyYard,224153455,"41.1568851,-100.8495635,41.1573926,-100.8637457,41.1573941,-100.8638007"
baileyYard,224153457,"41.1556647,-100.8542082,41.155683,-100.8538107,41.155724,-100.8529982"
baileyYard,224153458,"41.1557035,-100.8553814,41.1557958,-100.8559351,41.1559091,-100.856477,41.1560098,-100.8569584"
baileyYard,224153469,"41.1487522,-100.8072255,41.1488416,-100.8075159,41.1489569,-100.8077949,41.1489791,-100.8078394,41.1491183,-100.8081194,41.1492377,-100.808385,41.1492507,-100.8084123,41.1493406,-100.8086028,41.1495101,-100.8089616,41.149704,-100.8093371,41.1498375,-100.809584,41.1499728,-100.8097825,41.1502213,-100.8101124,41.1509518,-100.8111497,41.1523883,-100.8131567,41.1525681,-100.8134356,41.1527498,-100.8137441,41.1529112,-100.814047,41.1530366,-100.8143208,41.1531435,-100.8145647,41.1532527,-100.8148626,41.1533375,-100.8151281,41.1534284,-100.8154258,41.1534486,-100.844309,41.153489,-100.8437982,41.1534945,-100.8437026,41.1535031,-100.815686,41.1535092,-100.8434496,41.1535254,-100.8431384,41.1535718,-100.8160293,41.153588,-100.8361834,41.153596,-100.8355826,41.1535981,-100.8353171,41.1536102,-100.8349952,41.1536425,-100.8164773,41.1536445,-100.8345983,41.1537132,-100.8169896,41.1539333,-100.8311811,41.1543654,-100.8219141,41.1543977,-100.8256799,41.1544038,-100.8222708,41.1544361,-100.822641,41.1544462,-100.8251006,41.1544542,-100.8230272,41.1544704,-100.8246312,41.1544785,-100.8234456,41.1544805,-100.8242342,41.1544845,-100.8237836"
baileyYard,224153475,"41.1556735,-100.8545753,41.1556801,-100.8546558,41.155688,-100.8549544,41.1557035,-100.8553814,41.1557663,-100.8571153,41.1557923,-100.8578733"
baileyYard,224153477,"41.1505464,-100.8429079,41.1506413,-100.8433853,41.1507382,-100.8439197,41.150757,-100.8440231,41.1508357,-100.8444308,41.1509286,-100.8449458"
baileyYard,224153481,"41.1530466,-100.8568846,41.1530466,-100.856552,41.1530729,-100.8570777,41.1531052,-100.8572655,41.1531193,-100.854999,41.1531517,-100.8574398,41.1531527,-100.8540478,41.153444,-100.8581964"
baileyYard,224153486,"41.1540094,-100.866216,41.154115,-100.8659639,41.1542281,-100.8657064,41.1543149,-100.8654891,41.1544745,-100.8650573,41.1545659,-100.8647636,41.1546744,-100.8643841,41.1547855,-100.8638959,41.1548683,-100.8634265,41.1548808,-100.8590751,41.1549152,-100.8630523,41.1549337,-100.8606569,41.1549632,-100.8623992,41.1549672,-100.8616321,41.1549708,-100.8618003"
baileyYard,224153488,"41.1528054,-100.86478,41.1528285,-100.8611819,41.1528311,-100.8615077,41.1528389,-100.8644635,41.1528465,-100.858611,41.152847,-100.864021,41.1528487,-100.8582929,41.152851,-100.8629875,41.1528635,-100.8563688,41.152879,-100.8543607,41.1530082,-100.8398957,41.1530547,-100.834298,41.1530628,-100.8335603,41.1530633,-100.8334733"
baileyYard,224153499,"41.1531538,-100.8637576,41.1533642,-100.8637222,41.1535613,-100.8636798,41.1537697,-100.8635886,41.1539236,-100.8634835,41.1540395,-100.8633928,41.1541652,-100.8632721,41.1542734,-100.863152,41.1543493,-100.863042,41.1544802,-100.8628296,41.1545699,-100.8626214,41.1546458,-100.8624256,41.1546927,-100.8622406,41.1547339,-100.8620185,41.1547593,-100.8617878,41.154766,-100.8615472"
baileyYard,224153501,"41.1445841,-100.7893092,41.1449334,-100.7908352,41.1459805,-100.7954191,41.1463169,-100.7968729,41.1481584,-100.8048714,41.1485023,-100.8063652,41.1485573,-100.8066286"
baileyYard,224155565,"41.1527784,-100.8609018,41.1527844,-100.8596356,41.1527878,-100.8592607,41.1528265,-100.8543554,41.1530022,-100.8335791,41.1530065,-100.833248"
baileyYard,484431963,"41.1528547,-100.878856,41.1529766,-100.879835,41.1531012,-100.880834"
baileyYard,896437381,"41.1544481,-100.8471784,41.154634,-100.852408,41.1546678,-100.8531899"
fortWorthYard,14155716,"41.1436375,-100.7915721,41.1442351,-100.7975965,41.144991,-100.8051187,41.1457783,-100.8129906,41.1468912,-100.8242472,41.1468946,-100.8243042,41.1469074,-100.8245181,41.1469372,-100.8251275,41.1469619,-100.8257492,41.1469857,-100.8261575,41.147104,-100.82756,41.1472352,-100.8292253"
fortWorthYard,10026921,"32.7308223,-97.3625204,32.730908,-97.3624118,32.7309663,-97.3623295,32.7310143,-97.3622555,32.7310652,-97.3621687,32.7311095,-97.3620844,32.7311934,-97.3619255,32.731291,-97.3617357,32.7313473,-97.3616284"
fortWorthYard,25980482,"32.7313473,-97.3616284,32.7315222,-97.3612889"
fortWorthYard,25980484,"32.7177186,-97.3888899,32.7180311,-97.3881349,32.7181115,-97.3879501,32.7184512,-97.3873147,32.7184881,-97.3872498,32.7186227,-97.3870128,32.7187409,-97.3868074,32.7189738,-97.3863679,32.7192125,-97.3858413,32.719521,-97.385152,32.719701,-97.384732,32.7200456,-97.3839379,32.7201027,-97.3838062,32.7202309,-97.3835175,32.7202584,-97.3834555,32.7203644,-97.3832103,32.7206784,-97.3825139,32.7208287,-97.382208,32.7210162,-97.3819055,32.721152,-97.3817053,32.7212621,-97.3815041,32.7214286,-97.381174,32.7220486,-97.3799374,32.7226686,-97.3787007,32.7232885,-97.377464,32.7239085,-97.3762273,32.7245285,-97.3749906,32.7246328,-97.3747256,32.7247722,-97.3742992,32.7248375,-97.3740639"
fortWorthYard,27860360,"32.7261009,-97.3724736,32.7262265,-97.3723351,32.7263688,-97.3721963,32.7267154,-97.3719388,32.7270631,-97.3716255,32.7273436,-97.3712521,32.7279419,-97.3700801,32.7280762,-97.3697906"
fortWorthYard,27860374,"32.7253034,-97.3734097,32.7254494,-97.373122,32.7256123,-97.3728017,32.7258195,-97.3724545,32.7260608,-97.3720982,32.7263263,-97.3717856,32.726663,-97.3713978,32.7268856,-97.3711227,32.7271915,-97.3706678,32.7274519,-97.3701535,32.7279301,-97.3692036,32.7280516,-97.368976,32.7281711,-97.3688084,32.7283314,-97.3685998,32.7284641,-97.3684321,32.7285578,-97.3682506,32.7288418,-97.3673561,32.7289671,-97.3669663,32.7290517,-97.3666147,32.7290885,-97.3664673,32.729124,-97.3663339,32.7291471,-97.3662421,32.7291805,-97.3661229,32.7292079,-97.3660312,32.7292398,-97.3659246,32.7292704,-97.3658224,32.7293022,-97.3657206,32.7293423,-97.3655946,32.7293963,-97.3654299,32.7294412,-97.365306,32.7294798,-97.3652093,32.7295175,-97.3651248,32.7295594,-97.3650385,32.7296111,-97.3649314,32.7296692,-97.3648149,32.7297602,-97.3646398,32.7298338,-97.3644796,32.729979,-97.364214,32.7300266,-97.3641172,32.7301013,-97.3639746,32.7302726,-97.363661,32.7304997,-97.3632699,32.7308794,-97.3626271"
fortWorthYard,27860384,"32.7254494,-97.373122,32.7256454,-97.3726197,32.725843,-97.372052,32.7260123,-97.3716523,32.7261366,-97.3713978,32.7262661,-97.3711357,32.7264188,-97.370874,32.7265565,-97.3706856,32.7267154,-97.3704882,32.7268165,-97.3703423,32.7271482,-97.3696848"
fortWorthYard,27860390,"32.7253034,-97.3734097,32.7254541,-97.3730421,32.7255061,-97.372883,32.7255477,-97.372718,32.7256141,-97.3724062,32.7258056,-97.3715697,32.7260953,-97.3706862,32.7261831,-97.3703764,32.7262516,-97.3700845,32.7263405,-97.3695793,32.7263656,-97.3694052,32.7264117,-97.3690606,32.7264662,-97.3688409,32.7265379,-97.3686083,32.7266019,-97.3684371,32.7266752,-97.3682748"
fortWorthYard,27860439,"32.7255477,-97.372718,32.7255962,-97.3724194,32.7256253,-97.3722061,32.7256587,-97.3719975,32.7257317,-97.3716478,32.7258146,-97.3713307,32.7259358,-97.3709485,32.7260204,-97.3706923,32.726093,-97.3704571,32.7262099,-97.3700676,32.7263405,-97.3695793"
fortWorthYard,27860441,"32.7256123,-97.3728017,32.7257786,-97.3724671,32.7258539,-97.3723162,32.7258874,-97.3722486,32.7259255,-97.3721812,32.7259639,-97.3721214,32.7260063,-97.3720554,32.7262227,-97.3717266,32.7262608,-97.3716703,32.7263659,-97.3715059,32.7264315,-97.3714071,32.7264953,-97.3713106,32.726555,-97.3712113,32.7265923,-97.371145,32.7266386,-97.3710664,32.7266846,-97.370984,32.7267304,-97.3708953,32.7270949,-97.3701517"
fortWorthYard,27860447,"32.7281917,-97.3671526,32.7282828,-97.3669713,32.7283494,-97.3668362,32.7284009,-97.3667377,32.7284372,-97.3666692,32.728468,-97.3666168,32.728502,-97.366564,32.7285711,-97.3664639,32.728612,-97.3663986,32.7286743,-97.3662942,32.7287553,-97.3661508,32.728852,-97.3659778,32.7290574,-97.3656082,32.7291086,-97.3655071,32.7292909,-97.3651783,32.7294177,-97.3649397,32.7295424,-97.3647108,32.7296111,-97.3645864,32.7299781,-97.363919"
fortWorthYard,27860455,"32.7271651,-97.3673419,32.7274667,-97.3668569,32.7276711,-97.3665326,32.7278177,-97.3663077,32.7281886,-97.365841,32.7284805,-97.3654713,32.7286158,-97.3653355,32.7287599,-97.365209,32.7289999,-97.3650201,32.729214,-97.3648538,32.7293945,-97.364695"
fortWorthYard,27860463,"32.7274918,-97.3683867,32.7276127,-97.3681409,32.7276757,-97.3679905,32.7277479,-97.3677846,32.7278713,-97.367439,32.7279638,-97.3671777,32.7280631,-97.3669461,32.7281547,-97.3667632,32.7283002,-97.3665335,32.7283429,-97.3664727,32.728413,-97.3663759,32.7284475,-97.3663328,32.7285054,-97.3662666,32.7285541,-97.3662139,32.7286023,-97.3661681,32.7286508,-97.3661223,32.7287227,-97.3660608,32.7287855,-97.366,32.7288325,-97.3659462,32.7290574,-97.3656082"
fortWorthYard,27860476,"32.7272662,-97.3682274,32.7276662,-97.3674286,32.7277556,-97.3672715,32.7278649,-97.3671062,32.7280956,-97.3668089"
fortWorthYard,27860531,"32.7206784,-97.3825139,32.7208059,-97.3821889,32.7208487,-97.3820506,32.7209008,-97.381851,32.7210337,-97.3814821,32.7211378,-97.381254,32.7212407,-97.3810454,32.7217367,-97.3800559,32.7222327,-97.3790664,32.7227287,-97.3780768,32.7232248,-97.3770873,32.7237208,-97.3760978,32.7242168,-97.3751083,32.7243387,-97.3748575,32.7244344,-97.3746226,32.7245233,-97.3743533,32.7247121,-97.3737624,32.724896,-97.3732018,32.7251829,-97.3723241,32.7252904,-97.3719619,32.7253802,-97.3715924"
fortWorthYard,27860556,"32.7202584,-97.3834555,32.7203711,-97.3831299,32.7205193,-97.3826179,32.7205722,-97.3824196,32.7206197,-97.3822108,32.7207012,-97.3818537,32.7208006,-97.3814072,32.7208464,-97.3812675,32.7209039,-97.3811254,32.7210117,-97.3808886,32.7215036,-97.3799094,32.7219955,-97.3789302,32.7224874,-97.377951,32.7229793,-97.3769717,32.7234711,-97.3759925,32.723963,-97.3750133,32.7244549,-97.3740341,32.7246368,-97.3736162,32.7247319,-97.3733424,32.7248269,-97.3730687,32.724928,-97.3727776,32.7250238,-97.3725017,32.7252117,-97.3719605,32.7253218,-97.371604,32.7253782,-97.371402,32.7254546,-97.3710901,32.7254741,-97.3710157,32.725582,-97.3705779"
fortWorthYard,27860596,"32.7201995,-97.3836372,32.7203432,-97.383422,32.7204263,-97.3833242,32.7205637,-97.383194,32.7207887,-97.3830088,32.7210609,-97.382771,32.721308,-97.3825433,32.721495,-97.3824007,32.7216794,-97.3822504,32.7218525,-97.3820313,32.7219386,-97.3818809,32.722072,-97.3816147,32.7226239,-97.3805155,32.7231758,-97.3794162,32.7237276,-97.3783169,32.7242795,-97.3772176,32.725246,-97.3753159,32.7259252,-97.3739585,32.7265644,-97.3726778,32.7267257,-97.3723859,32.72704,-97.3719218,32.7271658,-97.3717059,32.7278057,-97.3704399,32.7279246,-97.3701751,32.7280762,-97.3697906,32.7283111,-97.3691664,32.7285202,-97.3685941,32.7285569,-97.3684855,32.7285958,-97.3683603,32.7286264,-97.3682549,32.7286661,-97.3681198,32.7287052,-97.3679764,32.728738,-97.3678597,32.7287675,-97.3677421,32.7288167,-97.367547,32.7289671,-97.3669663"
fortWorthYard,27860635,"32.7210609,-97.382771,32.7212835,-97.3825211,32.7214613,-97.382311,32.7216938,-97.3820571,32.721771,-97.3819441,32.7218478,-97.3818075,32.7219805,-97.381552,32.7227647,-97.3799911,32.7235489,-97.3784302,32.723629,-97.3782444,32.7236958,-97.3780259,32.7237921,-97.3776506,32.7238812,-97.377308,32.7239737,-97.3769672,32.7242039,-97.3760793,32.7242952,-97.3757864,32.7243906,-97.3755312,32.7245035,-97.3752347,32.7245918,-97.375035,32.7247067,-97.3747671,32.7247914,-97.3744827,32.7248436,-97.374263,32.725024,-97.3734277,32.7251886,-97.3726825,32.7252414,-97.3724234,32.7253149,-97.3719375,32.7253802,-97.3715924"
fortWorthYard,27860656,"32.7203962,-97.3825852,32.7204671,-97.3822152,32.7205107,-97.3820501,32.7205601,-97.3818783,32.720632,-97.3816323,32.7206933,-97.381386,32.7207796,-97.3811092,32.7209177,-97.3808242,32.7214673,-97.3797281,32.7220169,-97.378632,32.7225664,-97.3775358,32.723116,-97.3764397,32.7236656,-97.3753436,32.7242151,-97.3742475,32.7247647,-97.3731514,32.724928,-97.3727776"
fortWorthYard,27860669,"32.7202309,-97.3835175,32.7203942,-97.3832174,32.7207496,-97.3826532,32.7209481,-97.3823786,32.7211633,-97.3821293,32.7214025,-97.3818045,32.7214641,-97.3817041,32.7215322,-97.3815877,32.7216602,-97.3813327,32.7221881,-97.3802831,32.722716,-97.3792335,32.7232439,-97.3781838,32.7237718,-97.3771342,32.7238872,-97.3768676,32.7240109,-97.3765351,32.7241166,-97.3762566,32.7242952,-97.3757864"
fortWorthYard,27862151,"32.727379,-97.3683071,32.7280631,-97.3669461"
fortWorthYard,27862152,"32.7288044,-97.3656646,32.7289884,-97.3654363,32.7291695,-97.3652091,32.7292773,-97.3650739,32.7293426,-97.3649919,32.7293822,-97.3649421,32.7294096,-97.3649054,32.7294371,-97.364868,32.7294679,-97.3648179,32.7295371,-97.3647022,32.7296111,-97.3645864"
fortWorthYard,27862154,"32.7288777,-97.3657465,32.729104,-97.3654566,32.7292909,-97.3651783"
fortWorthYard,27862213,"32.7207496,-97.3826532,32.7209231,-97.3823582,32.7210658,-97.3820452,32.7212723,-97.3816545,32.7214017,-97.3813933,32.7214912,-97.3812169,32.7225247,-97.3791563,32.7235583,-97.3770956,32.7245918,-97.375035"
fortWorthYard,27862351,"32.7145672,-97.3970647,32.7146702,-97.3966502,32.71483,-97.3960277,32.7149479,-97.3955585,32.7152121,-97.3947867,32.7153107,-97.3945133,32.7157037,-97.3933945,32.7160394,-97.3924077,32.7164452,-97.3912802,32.7167767,-97.3903214,32.7169786,-97.3896955,32.7172066,-97.3889858,32.7173294,-97.3886242,32.7175609,-97.3878855,32.7177062,-97.387436,32.7178515,-97.3869926,32.7185075,-97.3849359,32.7187626,-97.3841481,32.7192152,-97.3827531,32.7194256,-97.3821623,32.7196034,-97.3817403,32.7198899,-97.3811588,32.720084,-97.3807659,32.7237439,-97.3734668,32.724454,-97.3720573,32.7248433,-97.3713121,32.7252071,-97.3707224,32.7253956,-97.3703989,32.725431,-97.3703293,32.7259436,-97.3693107,32.7266112,-97.367989,32.7267088,-97.3677908,32.7268805,-97.3674548,32.7270574,-97.3671016,32.7271774,-97.366872,32.7272956,-97.366651,32.7274128,-97.3664501,32.727692,-97.3660091,32.7279791,-97.3655997"
fortWorthYard,27862635,"32.7134394,-97.4005548,32.7136433,-97.4000005,32.7137542,-97.3997126,32.7142488,-97.3982964"
fortWorthYard,27862637,"32.7142488,-97.3982964,32.7143359,-97.3979777,32.714419,-97.3976487,32.7144666,-97.3974671,32.7145672,-97.3970647"
fortWorthYard,27862665,"32.7142488,-97.3982964,32.7146433,-97.3971567,32.7154656,-97.3948064,32.7156944,-97.3941478,32.7160322,-97.3932574,32.7165413,-97.391728,32.7167286,-97.391197,32.7168383,-97.3908745,32.7173491,-97.3894367,32.717421,-97.3892402"
fortWorthYard,27862686,"32.7198155,-97.3807927,32.7199951,-97.3804305,32.7204372,-97.3795245,32.7212522,-97.377923,32.7216417,-97.3771491,32.7221705,-97.3760945,32.7229569,-97.3745305,32.7234774,-97.3734871,32.724225,-97.3720125,32.7244868,-97.3715457,32.7250344,-97.3706743,32.7252504,-97.3703004,32.7256197,-97.3695663,32.7259879,-97.3688542,32.726086,-97.3686553,32.7265769,-97.3676738,32.7267711,-97.3672972,32.7269849,-97.3668728,32.7271691,-97.3665309,32.7273553,-97.3662192,32.727773,-97.3655957,32.7281125,-97.3651709,32.7283025,-97.3649557,32.7283655,-97.364882,32.728741,-97.3644784,32.7293031,-97.3639787,32.729725,-97.3635852"
fortWorthYard,27862744,"32.7213332,-97.3765831,32.7213806,-97.3764201,32.7214596,-97.3762015,32.7216159,-97.3758233,32.721731,-97.3755578,32.7224999,-97.3739109,32.7225484,-97.3738284,32.7226172,-97.3737433,32.7228085,-97.3735716,32.7228829,-97.3734965,32.7229489,-97.3733959,32.7230443,-97.373233,32.723543,-97.3722392,32.723684,-97.3720059,32.7237753,-97.371882,32.7241501,-97.3713784,32.7243467,-97.3711145,32.7245368,-97.3708619,32.7247162,-97.370623,32.7247577,-97.3705688,32.7250465,-97.3701861,32.7255423,-97.3695253,32.7256518,-97.3693916,32.7258226,-97.3691285,32.7259879,-97.3688542"
fortWorthYard,27862752,"32.7217964,-97.3763905,32.7219306,-97.3761164,32.7222878,-97.3754119,32.7230832,-97.3738206,32.7240937,-97.371804,32.7245618,-97.37087,32.7247162,-97.370623"
fortWorthYard,27863190,"32.7247291,-97.3756351,32.725073,-97.3749422,32.7253595,-97.3743569,32.7255983,-97.3738851,32.7260604,-97.3729582,32.7261797,-97.3727274,32.7262956,-97.372537,32.7265555,-97.372215,32.7268687,-97.3718546,32.7270631,-97.3716255"
fortWorthYard,27863196,"32.7242597,-97.3761425,32.7243563,-97.3758077,32.7245369,-97.3754387,32.7249788,-97.3745557,32.7254559,-97.3736208,32.7258855,-97.3727794,32.7259879,-97.3726214,32.7261009,-97.3724736"
