latitude,longitude
37.8120625,-122.3048345
37.8122303,-122.3045888
37.8132518,-122.3032104
37.8136159,-122.3027220
37.8137803,-122.3025143
37.8142727,-122.3019294
37.8153435,-122.3006454
37.8164080,-122.2993805
37.8174505,-122.2981379
37.8179287,-122.2975628
37.8183783,-122.2970226
37.8186413,-122.2967074
37.8188603,-122.2964535
37.8191826,-122.2960618
37.8193771,-122.2958322
37.8195409,-122.2956228
37.8197025,-122.2954036
37.8200073,-122.2949785
37.8203384,-122.2945183
37.8205047,-122.2943004
37.8207166,-122.2940553
37.8208626,-122.2939029
37.8209965,-122.2937782
37.8212610,-122.2935524
37.8216823,-122.2932675
37.8219730,-122.2930856
37.8221597,-122.2929610
37.8224084,-122.2927912
37.8225982,-122.2926750
37.8227089,-122.2926095
37.8228646,-122.2925345
37.8229926,-122.2924862
37.8231264,-122.2924312
37.8233354,-122.2923719
37.8235576,-122.2923001
37.8239845,-122.2921155
37.8242129,-122.2920391
37.8248282,-122.2918524
37.8254310,-122.2916875
37.8256142,-122.2916445
37.8260528,-122.2915574
37.8264373,-122.2914716
37.8268335,-122.2914219
37.8272123,-122.2913722
37.8273049,-122.2913589
37.8276658,-122.2913090
37.8279553,-122.2912785
37.8281439,-122.2912644
37.8283520,-122.2912463
37.8281439,-122.2912644
37.8279553,-122.2912785
37.8276658,-122.2913090
37.8273049,-122.2913589
37.8272123,-122.2913722
37.8268335,-122.2914219
37.8264373,-122.2914716
37.8260528,-122.2915574
37.8256142,-122.2916445
37.8254310,-122.2916875
37.8248282,-122.2918524
37.8242129,-122.2920391
37.8239845,-122.2921155
37.8235576,-122.2923001
37.8233354,-122.2923719
37.8231264,-122.2924312
37.8229926,-122.2924862
37.8228646,-122.2925345
37.8227089,-122.2926095
37.8225982,-122.2926750
37.8224084,-122.2927912
37.8221597,-122.2929610
37.8219730,-122.2930856
37.8216823,-122.2932675
37.8212610,-122.2935524
37.8209965,-122.2937782
37.8208626,-122.2939029
37.8207166,-122.2940553
37.8205047,-122.2943004
37.8203384,-122.2945183
37.8200073,-122.2949785
37.8197025,-122.2954036
37.8195409,-122.2956228
37.8193771,-122.2958322
37.8191826,-122.2960618
37.8188603,-122.2964535
37.8186413,-122.2967074
37.8183783,-122.2970226
37.8179287,-122.2975628
37.8174505,-122.2981379
37.8164080,-122.2993805
37.8153435,-122.3006454
37.8142727,-122.3019294
37.8137803,-122.3025143
37.8136159,-122.3027220
37.8132518,-122.3032104
37.8122303,-122.3045888
37.8120625,-122.3048345
