latitude,longitude
37.8118122,-122.3052511
37.8119782,-122.3050109
37.8123703,-122.3044874
37.8134578,-122.3030138
37.8137839,-122.3025830
37.8142859,-122.3019895
37.8153664,-122.3006969
37.8161789,-122.2996943
37.8179257,-122.2976406
37.8195703,-122.2956781
37.8201924,-122.2948179
37.8204575,-122.2944647
37.8207494,-122.2941272
37.8209893,-122.2938837
37.8212895,-122.2936216
37.8216741,-122.2933266
37.8221088,-122.2930552
37.8224985,-122.2928109
37.8232741,-122.2924862
37.8233634,-122.2924398
37.8234946,-122.2923856
37.8236398,-122.2923288
37.8240058,-122.2921887
37.8240973,-122.2921368
37.8243187,-122.2920711
37.8250337,-122.2918683
37.8252396,-122.2918046
37.8254395,-122.2917625
37.8256895,-122.2917076
37.8261770,-122.2915943
37.8266185,-122.2915199
37.8267488,-122.2914876
37.8268441,-122.2914621
37.8270242,-122.2914139
37.8272123,-122.2913722
37.8270242,-122.2914139
37.8268441,-122.2914621
37.8267488,-122.2914876
37.8266185,-122.2915199
37.8261770,-122.2915943
37.8256895,-122.2917076
37.8254395,-122.2917625
37.8252396,-122.2918046
37.8250337,-122.2918683
37.8243187,-122.2920711
37.8240973,-122.2921368
37.8240058,-122.2921887
37.8236398,-122.2923288
37.8234946,-122.2923856
37.8233634,-122.2924398
37.8232741,-122.2924862
37.8224985,-122.2928109
37.8221088,-122.2930552
37.8216741,-122.2933266
37.8212895,-122.2936216
37.8209893,-122.2938837
37.8207494,-122.2941272
37.8204575,-122.2944647
37.8201924,-122.2948179
37.8195703,-122.2956781
37.8179257,-122.2976406
37.8161789,-122.2996943
37.8153664,-122.3006969
37.8142859,-122.3019895
37.8137839,-122.3025830
37.8134578,-122.3030138
37.8123703,-122.3044874
37.8119782,-122.3050109
37.8118122,-122.3052511
